DateTime,Region,Value
11/01/2017 00:00:00,23,146133.3660
11/01/2017 00:00:00,17,436855.7450
11/01/2017 00:00:00,18,2175705.6030
11/01/2017 00:00:00,19,392699.8010
11/01/2017 00:00:00,20,1710213.2780
11/01/2017 00:00:00,21,403689.1870
11/01/2017 00:00:00,22,743761.3230
11/01/2017 00:00:00,24,755346.1880
11/01/2017 00:00:00,1,20893499.2870
11/01/2017 00:00:00,2,743761.3230
11/01/2017 00:00:00,3,403689.1870
11/01/2017 00:00:00,4,16373.0480
11/01/2017 00:00:00,5,16408.6770
11/01/2017 00:00:00,6,3137597.1930
11/01/2017 00:00:00,7,905024.2400
11/01/2017 00:00:00,8,382867.6620
11/01/2017 00:00:00,9,919620.7760
11/01/2017 00:00:00,10,1193931.6620
11/01/2017 00:00:00,11,3995888.5160
11/01/2017 00:00:00,12,1466657.4960
11/01/2017 00:00:00,13,902610.4570
11/01/2017 00:00:00,14,16373.0480
11/01/2017 00:00:00,15,16408.6770
11/01/2017 00:00:00,16,2372347.3000
