DateTime,Region,Value
11/01/2019 00:00:00,1,20817226.5340
11/01/2019 00:00:00,2,734424.2750
11/01/2019 00:00:00,3,412701.6960
11/01/2019 00:00:00,4,17157.3310
11/01/2019 00:00:00,5,16251.0950
11/01/2019 00:00:00,6,3215694.4040
11/01/2019 00:00:00,7,905361.2950
11/01/2019 00:00:00,8,356017.9860
11/01/2019 00:00:00,9,970712.1280
11/01/2019 00:00:00,10,1207924.7710
11/01/2019 00:00:00,11,3912259.3150
11/01/2019 00:00:00,12,1440323.8490
11/01/2019 00:00:00,13,762830.4070
11/01/2019 00:00:00,14,17157.3310
11/01/2019 00:00:00,15,16251.0950
11/01/2019 00:00:00,16,2467031.0600
11/01/2019 00:00:00,17,441644.3720
11/01/2019 00:00:00,18,2209449.1990
11/01/2019 00:00:00,19,414780.9950
11/01/2019 00:00:00,20,1611162.9350
11/01/2019 00:00:00,21,412701.6960
11/01/2019 00:00:00,22,734424.2750
11/01/2019 00:00:00,24,756543.6580
11/01/2019 00:00:00,23,145490.1680
