DateTime,Region,Value
02/01/2020 00:00:00,23,139196.2140
02/01/2020 00:00:00,24,710409.4850
02/01/2020 00:00:00,22,705861.1320
02/01/2020 00:00:00,21,403435.8570
02/01/2020 00:00:00,20,1475967.3060
02/01/2020 00:00:00,19,389007.7470
02/01/2020 00:00:00,18,2121198.8410
02/01/2020 00:00:00,17,422377.1780
02/01/2020 00:00:00,16,2357438.7100
02/01/2020 00:00:00,15,15817.3000
02/01/2020 00:00:00,14,15770.0110
02/01/2020 00:00:00,13,753713.4560
02/01/2020 00:00:00,12,1370961.6070
02/01/2020 00:00:00,11,3739391.8440
02/01/2020 00:00:00,10,1158160.6860
02/01/2020 00:00:00,9,939083.8280
02/01/2020 00:00:00,8,330739.7920
02/01/2020 00:00:00,7,847063.2240
02/01/2020 00:00:00,6,3085375.7450
02/01/2020 00:00:00,5,15817.3000
02/01/2020 00:00:00,4,15770.0110
02/01/2020 00:00:00,3,403435.8570
02/01/2020 00:00:00,2,705861.1320
02/01/2020 00:00:00,1,19840085.6570
