DateTime,Region,Value
07/01/2014 00:00:00,1,21058362.7760
07/01/2014 00:00:00,2,730106.6750
07/01/2014 00:00:00,3,599454.2640
07/01/2014 00:00:00,4,18277.5130
07/01/2014 00:00:00,5,18831.5120
07/01/2014 00:00:00,6,3345241.6370
07/01/2014 00:00:00,7,850999.3860
07/01/2014 00:00:00,8,353495.6350
07/01/2014 00:00:00,9,990866.9970
07/01/2014 00:00:00,10,1159229.5240
07/01/2014 00:00:00,11,4088778.9520
07/01/2014 00:00:00,12,1331590.6830
07/01/2014 00:00:00,13,841181.1940
07/01/2014 00:00:00,14,18277.5130
07/01/2014 00:00:00,15,18831.5120
07/01/2014 00:00:00,16,2396130.6410
07/01/2014 00:00:00,17,393721.1480
07/01/2014 00:00:00,18,2401734.9280
07/01/2014 00:00:00,19,400374.3670
07/01/2014 00:00:00,20,1572340.1730
07/01/2014 00:00:00,21,599454.2640
07/01/2014 00:00:00,22,730106.6750
07/01/2014 00:00:00,24,787218.1220
07/01/2014 00:00:00,23,145459.3840
