DateTime,Region,Value
05/01/2013 00:00:00,1,19405320.1850
05/01/2013 00:00:00,2,702600.6760
05/01/2013 00:00:00,3,441050.4140
05/01/2013 00:00:00,4,15700.9890
05/01/2013 00:00:00,5,16671.4560
05/01/2013 00:00:00,6,2917381.0490
05/01/2013 00:00:00,7,814790.7790
05/01/2013 00:00:00,8,371184.7900
05/01/2013 00:00:00,9,863792.3060
05/01/2013 00:00:00,10,1079737.7880
05/01/2013 00:00:00,11,3685534.8280
05/01/2013 00:00:00,12,1410943.4200
05/01/2013 00:00:00,13,868805.5730
05/01/2013 00:00:00,14,15700.9890
05/01/2013 00:00:00,15,16671.4560
05/01/2013 00:00:00,16,2246814.6270
05/01/2013 00:00:00,17,401388.6020
05/01/2013 00:00:00,18,1994619.8040
05/01/2013 00:00:00,19,353440.1500
05/01/2013 00:00:00,20,1625408.8050
05/01/2013 00:00:00,21,441050.4140
05/01/2013 00:00:00,22,702600.6760
05/01/2013 00:00:00,24,636011.0080
05/01/2013 00:00:00,23,135466.6560
