DateTime,Region,Value
02/01/2016 00:00:00,24,697647.3520
02/01/2016 00:00:00,23,147258.3410
02/01/2016 00:00:00,22,679305.8320
02/01/2016 00:00:00,21,403364.0010
02/01/2016 00:00:00,20,1710594.2670
02/01/2016 00:00:00,19,406481.7290
02/01/2016 00:00:00,18,2190976.2050
02/01/2016 00:00:00,17,416547.8730
02/01/2016 00:00:00,16,2539186.2300
02/01/2016 00:00:00,15,16119.9760
02/01/2016 00:00:00,14,16981.5790
02/01/2016 00:00:00,13,892362.9010
02/01/2016 00:00:00,12,1448288.1880
02/01/2016 00:00:00,11,3858656.8760
02/01/2016 00:00:00,10,1186063.0090
02/01/2016 00:00:00,9,958320.5300
02/01/2016 00:00:00,8,345011.4450
02/01/2016 00:00:00,7,857729.8260
02/01/2016 00:00:00,6,3139510.2910
02/01/2016 00:00:00,5,16119.9760
02/01/2016 00:00:00,4,16981.5790
02/01/2016 00:00:00,3,403364.0010
02/01/2016 00:00:00,2,679305.8320
02/01/2016 00:00:00,1,20794635.0300
