DateTime,Region,Value
10/01/2015 00:00:00,23,143567.7200
10/01/2015 00:00:00,24,713738.9580
10/01/2015 00:00:00,22,756826.6110
10/01/2015 00:00:00,21,447095.2470
10/01/2015 00:00:00,20,1626654.3570
10/01/2015 00:00:00,19,366363.1010
10/01/2015 00:00:00,18,2075797.7980
10/01/2015 00:00:00,17,405082.8350
10/01/2015 00:00:00,16,2197706.9380
10/01/2015 00:00:00,15,17414.6590
10/01/2015 00:00:00,14,16965.8140
10/01/2015 00:00:00,13,872877.6450
10/01/2015 00:00:00,12,1449635.5930
10/01/2015 00:00:00,11,3756932.1770
10/01/2015 00:00:00,10,1114237.1660
10/01/2015 00:00:00,9,853196.0790
10/01/2015 00:00:00,8,348195.0820
10/01/2015 00:00:00,7,840095.8860
10/01/2015 00:00:00,6,2956529.3230
10/01/2015 00:00:00,5,17414.6590
10/01/2015 00:00:00,4,16965.8140
10/01/2015 00:00:00,3,447095.2470
10/01/2015 00:00:00,2,756826.6110
10/01/2015 00:00:00,1,19720610.6630
