DateTime,Region,Value
12/01/2019 00:00:00,23,141234.6360
12/01/2019 00:00:00,24,777171.4940
12/01/2019 00:00:00,22,747518.3180
12/01/2019 00:00:00,21,421812.2850
12/01/2019 00:00:00,20,1639128.2360
12/01/2019 00:00:00,19,416962.3010
12/01/2019 00:00:00,18,2222962.9630
12/01/2019 00:00:00,17,408815.5150
12/01/2019 00:00:00,16,2545189.8860
12/01/2019 00:00:00,15,16714.8840
12/01/2019 00:00:00,14,17711.2190
12/01/2019 00:00:00,13,770472.5280
12/01/2019 00:00:00,12,1327169.2820
12/01/2019 00:00:00,11,3858858.0120
12/01/2019 00:00:00,10,1205933.2140
12/01/2019 00:00:00,9,1010042.5550
12/01/2019 00:00:00,8,324383.4530
12/01/2019 00:00:00,7,875169.7330
12/01/2019 00:00:00,6,3383670.2280
12/01/2019 00:00:00,5,16714.8840
12/01/2019 00:00:00,4,17711.2190
12/01/2019 00:00:00,3,421812.2850
12/01/2019 00:00:00,2,747518.3180
12/01/2019 00:00:00,1,20907164.0260
