DateTime,Region,Value
05/01/2011 00:00:00,1,20269192.3100
05/01/2011 00:00:00,2,717470.8180
05/01/2011 00:00:00,3,454312.1910
05/01/2011 00:00:00,4,16125.9280
05/01/2011 00:00:00,5,16930.7590
05/01/2011 00:00:00,6,2988726.9440
05/01/2011 00:00:00,7,874732.1920
05/01/2011 00:00:00,8,379054.1430
05/01/2011 00:00:00,9,942660.3760
05/01/2011 00:00:00,10,1106830.5400
05/01/2011 00:00:00,11,3886563.8270
05/01/2011 00:00:00,12,1545963.1830
05/01/2011 00:00:00,13,910096.2490
05/01/2011 00:00:00,14,16125.9280
05/01/2011 00:00:00,15,16930.7590
05/01/2011 00:00:00,16,2372782.4820
05/01/2011 00:00:00,17,415006.7370
05/01/2011 00:00:00,18,2095019.6010
05/01/2011 00:00:00,19,368543.5270
05/01/2011 00:00:00,20,1613757.2550
05/01/2011 00:00:00,21,454312.1910
05/01/2011 00:00:00,22,717470.8180
05/01/2011 00:00:00,24,627598.9850
05/01/2011 00:00:00,23,141856.3670
