DateTime,Region,Value
05/01/2012 00:00:00,1,20148687.0740
05/01/2012 00:00:00,2,722460.9150
05/01/2012 00:00:00,3,449532.5080
05/01/2012 00:00:00,4,17500.3080
05/01/2012 00:00:00,5,17078.0280
05/01/2012 00:00:00,6,3102639.6830
05/01/2012 00:00:00,7,851058.8770
05/01/2012 00:00:00,8,369681.2780
05/01/2012 00:00:00,9,965788.1970
05/01/2012 00:00:00,10,1093951.3410
05/01/2012 00:00:00,11,3843425.7800
05/01/2012 00:00:00,12,1401829.0660
05/01/2012 00:00:00,13,880667.6420
05/01/2012 00:00:00,14,17500.3080
05/01/2012 00:00:00,15,17078.0280
05/01/2012 00:00:00,16,2403487.5750
05/01/2012 00:00:00,17,400606.1380
05/01/2012 00:00:00,18,2049029.3200
05/01/2012 00:00:00,19,367094.5720
05/01/2012 00:00:00,20,1598686.5670
05/01/2012 00:00:00,21,449532.5080
05/01/2012 00:00:00,22,722460.9150
05/01/2012 00:00:00,24,684265.3790
05/01/2012 00:00:00,23,136475.6420
