DateTime,Region,Value
11/01/2022 00:00:00,1,18199926.0690
11/01/2022 00:00:00,2,709312.2870
11/01/2022 00:00:00,3,362646.3060
11/01/2022 00:00:00,4,15157.7620
11/01/2022 00:00:00,5,14723.2940
11/01/2022 00:00:00,6,2825885.0800
11/01/2022 00:00:00,7,826454.9650
11/01/2022 00:00:00,8,273224.9700
11/01/2022 00:00:00,9,865675.3360
11/01/2022 00:00:00,10,1081393.0840
11/01/2022 00:00:00,11,3473170.2810
11/01/2022 00:00:00,12,1277034.1940
11/01/2022 00:00:00,13,707551.6660
11/01/2022 00:00:00,14,15157.7620
11/01/2022 00:00:00,15,14723.2940
11/01/2022 00:00:00,16,2181937.9600
11/01/2022 00:00:00,17,426048.6290
11/01/2022 00:00:00,18,2008538.7030
11/01/2022 00:00:00,19,368535.9440
11/01/2022 00:00:00,20,1087367.5470
11/01/2022 00:00:00,21,362646.3060
11/01/2022 00:00:00,22,709312.2870
11/01/2022 00:00:00,24,668684.6940
11/01/2022 00:00:00,23,128423.0280
