DateTime,Region,Value
09/01/2012 00:00:00,1,19773061.3660
09/01/2012 00:00:00,2,764050.7070
09/01/2012 00:00:00,3,512427.8390
09/01/2012 00:00:00,4,17123.8460
09/01/2012 00:00:00,5,18322.4110
09/01/2012 00:00:00,6,3189210.8350
09/01/2012 00:00:00,7,808664.4630
09/01/2012 00:00:00,8,366137.5020
09/01/2012 00:00:00,9,898491.1130
09/01/2012 00:00:00,10,1047919.8350
09/01/2012 00:00:00,11,3801688.8650
09/01/2012 00:00:00,12,1336431.8010
09/01/2012 00:00:00,13,768846.2700
09/01/2012 00:00:00,14,17123.8460
09/01/2012 00:00:00,15,18322.4110
09/01/2012 00:00:00,16,2289697.1770
09/01/2012 00:00:00,17,379360.8020
09/01/2012 00:00:00,18,2116501.5290
09/01/2012 00:00:00,19,412190.8160
09/01/2012 00:00:00,20,1527048.4230
09/01/2012 00:00:00,21,512427.8390
09/01/2012 00:00:00,22,764050.7070
09/01/2012 00:00:00,24,696793.2570
09/01/2012 00:00:00,23,134078.6670
