DateTime,Region,Value
01/01/2022 00:00:00,1,21516771.0470
01/01/2022 00:00:00,2,713309.8620
01/01/2022 00:00:00,3,464916.6300
01/01/2022 00:00:00,4,17253.1970
01/01/2022 00:00:00,5,17045.1960
01/01/2022 00:00:00,6,3532788.3460
01/01/2022 00:00:00,7,905738.6010
01/01/2022 00:00:00,8,310887.0080
01/01/2022 00:00:00,9,1062483.1130
01/01/2022 00:00:00,10,1220895.0010
01/01/2022 00:00:00,11,3978813.7990
01/01/2022 00:00:00,12,1403157.0380
01/01/2022 00:00:00,13,838347.3800
01/01/2022 00:00:00,14,17253.1970
01/01/2022 00:00:00,15,17045.1960
01/01/2022 00:00:00,16,2601492.3210
01/01/2022 00:00:00,17,448017.7480
01/01/2022 00:00:00,18,2417389.0670
01/01/2022 00:00:00,19,452699.7840
01/01/2022 00:00:00,20,1386507.8100
01/01/2022 00:00:00,21,464916.6300
01/01/2022 00:00:00,22,713309.8620
01/01/2022 00:00:00,24,811561.2510
01/01/2022 00:00:00,23,145992.7710
