DateTime,Region,Value
02/01/2018 00:00:00,23,143908.7850
02/01/2018 00:00:00,24,741390.3480
02/01/2018 00:00:00,22,682423.5850
02/01/2018 00:00:00,21,457599.7690
02/01/2018 00:00:00,20,1717220.6680
02/01/2018 00:00:00,19,406832.6230
02/01/2018 00:00:00,18,2285239.0700
02/01/2018 00:00:00,17,429018.5780
02/01/2018 00:00:00,16,2521068.5250
02/01/2018 00:00:00,15,17029.6380
02/01/2018 00:00:00,14,17099.0660
02/01/2018 00:00:00,13,883557.6550
02/01/2018 00:00:00,12,1469467.2470
02/01/2018 00:00:00,11,3993748.8800
02/01/2018 00:00:00,10,1197806.4700
02/01/2018 00:00:00,9,953026.6880
02/01/2018 00:00:00,8,345533.5600
02/01/2018 00:00:00,7,872838.8870
02/01/2018 00:00:00,1,21274776.1630
02/01/2018 00:00:00,6,3314118.1790
02/01/2018 00:00:00,5,17029.6380
02/01/2018 00:00:00,4,17099.0660
02/01/2018 00:00:00,3,457599.7690
02/01/2018 00:00:00,2,682423.5850
