DateTime,Region,Value
02/01/2015 00:00:00,23,146872.1700
02/01/2015 00:00:00,24,708018.1140
02/01/2015 00:00:00,22,659110.6730
02/01/2015 00:00:00,21,432565.0020
02/01/2015 00:00:00,20,1718823.1010
02/01/2015 00:00:00,19,407777.0760
02/01/2015 00:00:00,18,2216907.1500
02/01/2015 00:00:00,17,417938.4300
02/01/2015 00:00:00,16,2543195.7940
02/01/2015 00:00:00,15,16875.0860
02/01/2015 00:00:00,14,16234.4580
02/01/2015 00:00:00,13,890800.0570
02/01/2015 00:00:00,12,1509779.4610
02/01/2015 00:00:00,11,3875789.2580
02/01/2015 00:00:00,10,1183589.3470
02/01/2015 00:00:00,9,967544.6040
02/01/2015 00:00:00,8,350424.1360
02/01/2015 00:00:00,7,849701.4810
02/01/2015 00:00:00,6,3167179.0740
02/01/2015 00:00:00,5,16875.0860
02/01/2015 00:00:00,4,16234.4580
02/01/2015 00:00:00,3,432565.0020
02/01/2015 00:00:00,2,659110.6730
02/01/2015 00:00:00,1,20954339.0830
