DateTime,Region,Value
06/01/2014 00:00:00,23,133648.2780
06/01/2014 00:00:00,24,693939.5520
06/01/2014 00:00:00,22,686355.3240
06/01/2014 00:00:00,21,507695.5540
06/01/2014 00:00:00,20,1526786.3040
06/01/2014 00:00:00,19,366570.9580
06/01/2014 00:00:00,18,2112826.2800
06/01/2014 00:00:00,17,398156.0410
06/01/2014 00:00:00,16,2202676.2530
06/01/2014 00:00:00,15,17190.7050
06/01/2014 00:00:00,14,17302.8160
06/01/2014 00:00:00,13,809896.2160
06/01/2014 00:00:00,12,1405262.2020
06/01/2014 00:00:00,11,3683158.3440
06/01/2014 00:00:00,10,1078433.1370
06/01/2014 00:00:00,9,958597.0190
06/01/2014 00:00:00,8,346327.5250
06/01/2014 00:00:00,7,821585.8970
06/01/2014 00:00:00,6,3020550.3480
06/01/2014 00:00:00,5,17190.7050
06/01/2014 00:00:00,4,17302.8160
06/01/2014 00:00:00,3,507695.5540
06/01/2014 00:00:00,2,686355.3240
06/01/2014 00:00:00,1,19558414.3810
