DateTime,Region,Value
11/01/2023 00:00:00,1,18850531.7810
11/01/2023 00:00:00,2,730191.4760
11/01/2023 00:00:00,3,372940.5220
11/01/2023 00:00:00,4,14661.8870
11/01/2023 00:00:00,5,15214.3110
11/01/2023 00:00:00,6,2981726.8520
11/01/2023 00:00:00,7,788203.6230
11/01/2023 00:00:00,8,306606.4210
11/01/2023 00:00:00,9,942604.7930
11/01/2023 00:00:00,10,1126147.2000
11/01/2023 00:00:00,11,3546276.0300
11/01/2023 00:00:00,12,1315832.6090
11/01/2023 00:00:00,13,707637.8960
11/01/2023 00:00:00,14,14661.8870
11/01/2023 00:00:00,15,15214.3110
11/01/2023 00:00:00,16,2320371.5740
11/01/2023 00:00:00,23,130348.4680
11/01/2023 00:00:00,21,372940.5220
11/01/2023 00:00:00,22,730191.4760
11/01/2023 00:00:00,17,401328.2920
11/01/2023 00:00:00,18,2058508.6500
11/01/2023 00:00:00,19,391953.0370
11/01/2023 00:00:00,20,1141768.0800
11/01/2023 00:00:00,24,692047.6910
