DateTime,Region,Value
01/01/2021 00:00:00,1,22753557.7340
01/01/2021 00:00:00,2,648143.5840
01/01/2021 00:00:00,3,470923.6250
01/01/2021 00:00:00,4,18538.6560
01/01/2021 00:00:00,5,18321.2950
01/01/2021 00:00:00,6,3806960.1590
01/01/2021 00:00:00,7,899098.1430
01/01/2021 00:00:00,8,301323.5860
01/01/2021 00:00:00,9,1064675.9450
01/01/2021 00:00:00,10,1267533.7070
01/01/2021 00:00:00,11,4205890.7780
01/01/2021 00:00:00,12,1452389.8300
01/01/2021 00:00:00,13,867913.7590
01/01/2021 00:00:00,14,18538.6560
01/01/2021 00:00:00,15,18321.2950
01/01/2021 00:00:00,16,2740894.8260
01/01/2021 00:00:00,17,443553.2860
01/01/2021 00:00:00,18,2541784.9500
01/01/2021 00:00:00,19,487003.6730
01/01/2021 00:00:00,20,1694495.5930
01/01/2021 00:00:00,21,470923.6250
01/01/2021 00:00:00,22,648143.5840
01/01/2021 00:00:00,24,833740.7350
01/01/2021 00:00:00,23,146298.7600
