DateTime,Region,Value
12/01/2017 00:00:00,16,2637876.8200
12/01/2017 00:00:00,15,18043.7130
12/01/2017 00:00:00,14,17861.9520
12/01/2017 00:00:00,13,952302.3320
12/01/2017 00:00:00,12,1391337.4190
12/01/2017 00:00:00,11,4111321.6980
12/01/2017 00:00:00,10,1254119.8340
12/01/2017 00:00:00,9,1027177.2460
12/01/2017 00:00:00,8,343839.6460
12/01/2017 00:00:00,7,919255.4260
12/01/2017 00:00:00,6,3567152.6470
12/01/2017 00:00:00,5,18043.7130
12/01/2017 00:00:00,4,17861.9520
12/01/2017 00:00:00,3,458957.5100
12/01/2017 00:00:00,2,749447.6730
12/01/2017 00:00:00,1,22152089.8060
12/01/2017 00:00:00,24,824369.3290
12/01/2017 00:00:00,22,749447.6730
12/01/2017 00:00:00,21,458957.5100
12/01/2017 00:00:00,20,1775637.7810
12/01/2017 00:00:00,19,435476.6920
12/01/2017 00:00:00,18,2356362.9090
12/01/2017 00:00:00,17,411753.3560
12/01/2017 00:00:00,23,144106.6670
