DateTime,Region,Value
10/01/2019 00:00:00,23,148673.9660
10/01/2019 00:00:00,24,748991.0370
10/01/2019 00:00:00,22,773780.3580
10/01/2019 00:00:00,21,490426.9960
10/01/2019 00:00:00,20,1518709.8990
10/01/2019 00:00:00,19,394986.1260
10/01/2019 00:00:00,18,2186210.8660
10/01/2019 00:00:00,17,448901.4580
10/01/2019 00:00:00,16,2267264.3640
10/01/2019 00:00:00,15,17507.1160
10/01/2019 00:00:00,14,17669.1520
10/01/2019 00:00:00,13,741662.9520
10/01/2019 00:00:00,12,1401028.4090
10/01/2019 00:00:00,11,3819970.1850
10/01/2019 00:00:00,10,1160622.7070
10/01/2019 00:00:00,9,944877.5180
10/01/2019 00:00:00,8,347289.2350
10/01/2019 00:00:00,7,883069.1140
10/01/2019 00:00:00,6,3143205.7130
10/01/2019 00:00:00,5,17507.1160
10/01/2019 00:00:00,4,17669.1520
10/01/2019 00:00:00,3,490426.9960
10/01/2019 00:00:00,2,773780.3580
10/01/2019 00:00:00,1,20155463.5480
