DateTime,Region,Value
10/01/2017 00:00:00,16,2175648.5970
10/01/2017 00:00:00,15,17474.5780
10/01/2017 00:00:00,14,15964.5920
10/01/2017 00:00:00,13,880129.2270
10/01/2017 00:00:00,12,1408222.6400
10/01/2017 00:00:00,11,3839760.6260
10/01/2017 00:00:00,10,1129375.7820
10/01/2017 00:00:00,9,872927.0710
10/01/2017 00:00:00,8,375035.2080
10/01/2017 00:00:00,7,863165.5290
10/01/2017 00:00:00,6,3139871.2640
10/01/2017 00:00:00,5,17474.5780
10/01/2017 00:00:00,4,15964.5920
10/01/2017 00:00:00,3,475043.4380
10/01/2017 00:00:00,2,789861.4640
10/01/2017 00:00:00,1,20160571.3000
10/01/2017 00:00:00,24,752408.5330
10/01/2017 00:00:00,22,789861.4640
10/01/2017 00:00:00,21,475043.4380
10/01/2017 00:00:00,20,1642836.9860
10/01/2017 00:00:00,19,404810.6990
10/01/2017 00:00:00,18,2107776.6370
10/01/2017 00:00:00,17,427926.7220
10/01/2017 00:00:00,23,140675.7780
