DateTime,Region,Value
11/01/2020 00:00:00,1,19650360.0450
11/01/2020 00:00:00,2,652336.7660
11/01/2020 00:00:00,3,364441.3350
11/01/2020 00:00:00,4,15792.6870
11/01/2020 00:00:00,5,15635.6900
11/01/2020 00:00:00,6,3040312.8160
11/01/2020 00:00:00,7,854810.7730
11/01/2020 00:00:00,8,344154.0850
11/01/2020 00:00:00,9,918647.4620
11/01/2020 00:00:00,10,1143244.1810
11/01/2020 00:00:00,11,3661150.2980
11/01/2020 00:00:00,12,1348346.3560
11/01/2020 00:00:00,13,746484.1470
11/01/2020 00:00:00,14,15792.6870
11/01/2020 00:00:00,15,15635.6900
11/01/2020 00:00:00,16,2296506.8900
11/01/2020 00:00:00,17,427189.2480
11/01/2020 00:00:00,18,2119833.6260
11/01/2020 00:00:00,19,405048.5800
11/01/2020 00:00:00,20,1491474.9680
11/01/2020 00:00:00,21,364441.3350
11/01/2020 00:00:00,22,652336.7660
11/01/2020 00:00:00,24,714052.4230
11/01/2020 00:00:00,23,139104.1950
