DateTime,Region,Value
11/01/2016 00:00:00,1,20628846.4560
11/01/2016 00:00:00,2,721442.7930
11/01/2016 00:00:00,3,384773.3820
11/01/2016 00:00:00,4,17454.7220
11/01/2016 00:00:00,5,16456.1860
11/01/2016 00:00:00,6,3123624.2360
11/01/2016 00:00:00,7,879636.1980
11/01/2016 00:00:00,8,352822.0210
11/01/2016 00:00:00,9,950983.9790
11/01/2016 00:00:00,10,1183219.1880
11/01/2016 00:00:00,11,3855164.2320
11/01/2016 00:00:00,12,1435873.5180
11/01/2016 00:00:00,13,850111.4340
11/01/2016 00:00:00,14,17454.7220
11/01/2016 00:00:00,15,16456.1860
11/01/2016 00:00:00,16,2419424.9220
11/01/2016 00:00:00,17,430952.5320
11/01/2016 00:00:00,18,2162904.5980
11/01/2016 00:00:00,19,398749.1410
11/01/2016 00:00:00,20,1705647.3930
11/01/2016 00:00:00,21,384773.3820
11/01/2016 00:00:00,22,721442.7930
11/01/2016 00:00:00,23,147691.8660
11/01/2016 00:00:00,24,732041.0390
