DateTime,Region,Value
01/01/2014 00:00:00,1,22018327.3190
01/01/2014 00:00:00,2,721426.9920
01/01/2014 00:00:00,3,424810.9600
01/01/2014 00:00:00,4,18805.7900
01/01/2014 00:00:00,5,17999.5960
01/01/2014 00:00:00,6,3406748.0870
01/01/2014 00:00:00,7,882108.4760
01/01/2014 00:00:00,8,343029.4470
01/01/2014 00:00:00,9,1045902.9270
01/01/2014 00:00:00,10,1240207.3950
01/01/2014 00:00:00,11,4100446.9450
01/01/2014 00:00:00,12,1482887.7130
01/01/2014 00:00:00,13,926940.9810
01/01/2014 00:00:00,14,18805.7900
01/01/2014 00:00:00,15,17999.5960
01/01/2014 00:00:00,16,2752590.4430
01/01/2014 00:00:00,17,426554.3300
01/01/2014 00:00:00,18,2282883.8850
01/01/2014 00:00:00,19,437647.6390
01/01/2014 00:00:00,20,1822607.3100
01/01/2014 00:00:00,21,424810.9600
01/01/2014 00:00:00,22,721426.9920
01/01/2014 00:00:00,24,714366.2360
01/01/2014 00:00:00,23,153405.8230
