DateTime,Region,Value
10/01/2012 00:00:00,23,143658.6650
10/01/2012 00:00:00,24,661228.6470
10/01/2012 00:00:00,22,765430.5560
10/01/2012 00:00:00,21,448364.9450
10/01/2012 00:00:00,20,1619064.1490
10/01/2012 00:00:00,19,379350.0680
10/01/2012 00:00:00,18,2017255.3060
10/01/2012 00:00:00,17,397151.5020
10/01/2012 00:00:00,16,2349048.9640
10/01/2012 00:00:00,15,17512.3860
10/01/2012 00:00:00,14,17689.3140
10/01/2012 00:00:00,13,800798.3570
10/01/2012 00:00:00,12,1381497.7070
10/01/2012 00:00:00,11,3828397.0810
10/01/2012 00:00:00,10,1089390.7940
10/01/2012 00:00:00,9,861544.1560
10/01/2012 00:00:00,8,381212.4990
10/01/2012 00:00:00,7,816913.0950
10/01/2012 00:00:00,6,2981117.4920
10/01/2012 00:00:00,5,17512.3860
10/01/2012 00:00:00,4,17689.3140
10/01/2012 00:00:00,3,448364.9450
10/01/2012 00:00:00,2,765430.5560
10/01/2012 00:00:00,1,19707628.4860
