DateTime,Region,Value
06/01/2020 00:00:00,23,121000.3670
06/01/2020 00:00:00,24,751296.9440
06/01/2020 00:00:00,22,602698.8370
06/01/2020 00:00:00,21,360864.8870
06/01/2020 00:00:00,20,1438593.8140
06/01/2020 00:00:00,19,385510.5290
06/01/2020 00:00:00,18,1973106.0750
06/01/2020 00:00:00,17,387263.7070
06/01/2020 00:00:00,16,2019611.0650
06/01/2020 00:00:00,15,16708.3800
06/01/2020 00:00:00,14,15839.4220
06/01/2020 00:00:00,13,657386.0790
06/01/2020 00:00:00,12,1157223.5660
06/01/2020 00:00:00,11,3394330.0600
06/01/2020 00:00:00,10,1031437.9360
06/01/2020 00:00:00,9,964355.8730
06/01/2020 00:00:00,8,280657.5430
06/01/2020 00:00:00,7,800765.4100
06/01/2020 00:00:00,6,2999931.6290
06/01/2020 00:00:00,5,16708.3800
06/01/2020 00:00:00,4,15839.4220
06/01/2020 00:00:00,3,360864.8870
06/01/2020 00:00:00,2,602698.8370
06/01/2020 00:00:00,1,18362470.5900
