DateTime,Region,Value
01/01/2017 00:00:00,23,157474.2830
01/01/2017 00:00:00,18,2462847.8420
01/01/2017 00:00:00,19,458153.2930
01/01/2017 00:00:00,20,1865725.4210
01/01/2017 00:00:00,21,477380.4000
01/01/2017 00:00:00,22,745407.2280
01/01/2017 00:00:00,24,785471.7910
01/01/2017 00:00:00,1,23078327.4170
01/01/2017 00:00:00,2,745407.2280
01/01/2017 00:00:00,3,477380.4000
01/01/2017 00:00:00,4,18540.0550
01/01/2017 00:00:00,5,18568.2920
01/01/2017 00:00:00,6,3630139.8350
01/01/2017 00:00:00,7,935721.8660
01/01/2017 00:00:00,8,381804.5910
01/01/2017 00:00:00,9,1061646.4810
01/01/2017 00:00:00,10,1282078.4020
01/01/2017 00:00:00,11,4327712.2090
01/01/2017 00:00:00,12,1539208.7600
01/01/2017 00:00:00,13,954740.0850
01/01/2017 00:00:00,14,18540.0550
01/01/2017 00:00:00,15,18568.2920
01/01/2017 00:00:00,16,2783035.0200
01/01/2017 00:00:00,17,452567.6340
