DateTime,Value
11/01/2012 00:00:00,621092.3600
11/02/2012 00:00:00,663916.4400
11/03/2012 00:00:00,634741.0540
11/04/2012 00:00:00,594231.1910
11/05/2012 00:00:00,714752.1670
11/06/2012 00:00:00,746841.6730
11/07/2012 00:00:00,765094.0260
11/08/2012 00:00:00,757285.3140
11/09/2012 00:00:00,739292.6200
11/10/2012 00:00:00,662403.8080
11/11/2012 00:00:00,621605.5520
11/12/2012 00:00:00,744685.8910
11/13/2012 00:00:00,757897.6370
11/14/2012 00:00:00,674441.2860
11/15/2012 00:00:00,730407.6350
11/16/2012 00:00:00,733299.1320
11/17/2012 00:00:00,661155.8510
11/18/2012 00:00:00,605372.5430
11/19/2012 00:00:00,729206.8410
11/20/2012 00:00:00,751211.3530
11/21/2012 00:00:00,751592.4090
11/22/2012 00:00:00,753514.2690
11/23/2012 00:00:00,748022.0290
11/24/2012 00:00:00,665933.4450
11/25/2012 00:00:00,612080.3010
11/26/2012 00:00:00,741286.4250
11/27/2012 00:00:00,779676.6910
11/28/2012 00:00:00,797059.6530
11/29/2012 00:00:00,796912.7320
11/30/2012 00:00:00,805332.3380
