DateTime,Value
05/01/2017 00:00:00,576647.9580
05/02/2017 00:00:00,684555.2490
05/03/2017 00:00:00,716650.5250
05/04/2017 00:00:00,720216.6390
05/05/2017 00:00:00,717887.9440
05/06/2017 00:00:00,645258.7720
05/07/2017 00:00:00,591291.2140
05/08/2017 00:00:00,701838.5140
05/09/2017 00:00:00,719220.9160
05/10/2017 00:00:00,722357.9980
05/11/2017 00:00:00,720311.7700
05/12/2017 00:00:00,713437.7110
05/13/2017 00:00:00,641735.6460
05/14/2017 00:00:00,588756.8650
05/15/2017 00:00:00,689107.0470
05/16/2017 00:00:00,727065.7840
05/17/2017 00:00:00,726868.8070
05/18/2017 00:00:00,725202.7360
05/19/2017 00:00:00,710927.2150
05/20/2017 00:00:00,642947.3280
05/21/2017 00:00:00,595144.1900
05/22/2017 00:00:00,707215.9080
05/23/2017 00:00:00,735713.0790
05/24/2017 00:00:00,744762.2260
05/25/2017 00:00:00,753708.0670
05/26/2017 00:00:00,751802.4850
05/27/2017 00:00:00,676432.4590
05/28/2017 00:00:00,614285.6060
05/29/2017 00:00:00,720317.9590
05/30/2017 00:00:00,730950.1930
05/31/2017 00:00:00,736466.6260
