DateTime,Value
10/01/2017 00:00:00,608897.7700
10/02/2017 00:00:00,729774.4250
10/03/2017 00:00:00,734087.1710
10/04/2017 00:00:00,751873.1780
10/05/2017 00:00:00,754739.6270
10/06/2017 00:00:00,751310.8700
10/07/2017 00:00:00,659217.8580
10/08/2017 00:00:00,605654.9880
10/09/2017 00:00:00,706351.4060
10/10/2017 00:00:00,732202.4040
10/11/2017 00:00:00,730089.8900
10/12/2017 00:00:00,628211.1760
10/13/2017 00:00:00,675209.6760
10/14/2017 00:00:00,643437.9680
10/15/2017 00:00:00,601044.9970
10/16/2017 00:00:00,718351.9470
10/17/2017 00:00:00,731643.1270
10/18/2017 00:00:00,730292.9110
10/19/2017 00:00:00,719557.6730
10/20/2017 00:00:00,719103.8520
10/21/2017 00:00:00,646738.8040
10/22/2017 00:00:00,591488.8720
10/23/2017 00:00:00,705183.8810
10/24/2017 00:00:00,725529.0560
10/25/2017 00:00:00,729923.9410
10/26/2017 00:00:00,724883.6350
10/27/2017 00:00:00,722316.1440
10/28/2017 00:00:00,642175.7930
10/29/2017 00:00:00,614270.0020
10/30/2017 00:00:00,707167.0170
10/31/2017 00:00:00,718185.3130
