DateTime,Value
03/01/2011 00:00:00,838913.4000
03/02/2011 00:00:00,857398.4790
03/03/2011 00:00:00,872249.2800
03/04/2011 00:00:00,872085.2940
03/05/2011 00:00:00,751944.1630
03/06/2011 00:00:00,678996.8410
03/07/2011 00:00:00,798628.5430
03/08/2011 00:00:00,826503.9570
03/09/2011 00:00:00,837593.5480
03/10/2011 00:00:00,826068.3640
03/11/2011 00:00:00,830681.7530
03/12/2011 00:00:00,735543.3120
03/13/2011 00:00:00,660604.3000
03/14/2011 00:00:00,806162.8530
03/15/2011 00:00:00,820875.8040
03/16/2011 00:00:00,821400.5820
03/17/2011 00:00:00,796021.0780
03/18/2011 00:00:00,774556.0890
03/19/2011 00:00:00,672318.0770
03/20/2011 00:00:00,620385.2440
03/21/2011 00:00:00,761076.5730
03/22/2011 00:00:00,786184.4750
03/23/2011 00:00:00,800892.3530
03/24/2011 00:00:00,795389.8350
03/25/2011 00:00:00,778606.7290
03/26/2011 00:00:00,686670.2550
03/27/2011 00:00:00,605054.6890
03/28/2011 00:00:00,755234.3220
03/29/2011 00:00:00,769209.5100
03/30/2011 00:00:00,769475.5680
03/31/2011 00:00:00,753622.1730
