DateTime,Value
08/01/2015 00:00:00,680361.0860
08/02/2015 00:00:00,635796.2610
08/03/2015 00:00:00,774254.2620
08/04/2015 00:00:00,786083.3440
08/05/2015 00:00:00,794417.3850
08/06/2015 00:00:00,793688.2170
08/07/2015 00:00:00,801217.9240
08/08/2015 00:00:00,711363.2700
08/09/2015 00:00:00,636476.1790
08/10/2015 00:00:00,744364.1230
08/11/2015 00:00:00,762740.0520
08/12/2015 00:00:00,767721.9400
08/13/2015 00:00:00,753532.8120
08/14/2015 00:00:00,713319.0010
08/15/2015 00:00:00,621537.8140
08/16/2015 00:00:00,594535.3790
08/17/2015 00:00:00,697936.4160
08/18/2015 00:00:00,706652.4760
08/19/2015 00:00:00,709229.6080
08/20/2015 00:00:00,731671.9140
08/21/2015 00:00:00,745031.9820
08/22/2015 00:00:00,675418.3140
08/23/2015 00:00:00,614465.9190
08/24/2015 00:00:00,710603.4260
08/25/2015 00:00:00,735562.7480
08/26/2015 00:00:00,752911.3030
08/27/2015 00:00:00,764243.5240
08/28/2015 00:00:00,768622.7800
08/29/2015 00:00:00,700909.2860
08/30/2015 00:00:00,653032.9650
08/31/2015 00:00:00,782342.0910
