DateTime,Value
03/01/2019 00:00:00,747742.2590
03/02/2019 00:00:00,670242.9960
03/03/2019 00:00:00,621445.1950
03/04/2019 00:00:00,729814.2800
03/05/2019 00:00:00,745164.1100
03/06/2019 00:00:00,767457.5920
03/07/2019 00:00:00,758178.3030
03/08/2019 00:00:00,748568.7910
03/09/2019 00:00:00,671315.3410
03/10/2019 00:00:00,617758.5590
03/11/2019 00:00:00,726454.2880
03/12/2019 00:00:00,743155.0470
03/13/2019 00:00:00,753372.7830
03/14/2019 00:00:00,753975.9480
03/15/2019 00:00:00,738753.8290
03/16/2019 00:00:00,660072.2820
03/17/2019 00:00:00,610229.7930
03/18/2019 00:00:00,708116.3890
03/19/2019 00:00:00,707250.3570
03/20/2019 00:00:00,755634.5420
03/21/2019 00:00:00,758931.7220
03/22/2019 00:00:00,749138.1080
03/23/2019 00:00:00,669633.0170
03/24/2019 00:00:00,611819.8270
03/25/2019 00:00:00,717073.8190
03/26/2019 00:00:00,732395.0450
03/27/2019 00:00:00,735314.3420
03/28/2019 00:00:00,736120.1560
03/29/2019 00:00:00,733687.5930
03/30/2019 00:00:00,661273.3310
03/31/2019 00:00:00,595455.9920
