DateTime,Value
10/01/2016 00:00:00,651121.1530
10/02/2016 00:00:00,599357.5330
10/03/2016 00:00:00,713722.3190
10/04/2016 00:00:00,736563.2050
10/05/2016 00:00:00,739209.6230
10/06/2016 00:00:00,734532.6190
10/07/2016 00:00:00,714661.2390
10/08/2016 00:00:00,645857.1540
10/09/2016 00:00:00,595450.2760
10/10/2016 00:00:00,702192.0530
10/11/2016 00:00:00,708551.9780
10/12/2016 00:00:00,614952.3980
10/13/2016 00:00:00,698269.3230
10/14/2016 00:00:00,700725.5000
10/15/2016 00:00:00,630819.6190
10/16/2016 00:00:00,587220.7390
10/17/2016 00:00:00,707123.6780
10/18/2016 00:00:00,725283.9460
10/19/2016 00:00:00,723832.9620
10/20/2016 00:00:00,722614.7290
10/21/2016 00:00:00,716440.7450
10/22/2016 00:00:00,648315.2180
10/23/2016 00:00:00,602822.4290
10/24/2016 00:00:00,711498.9250
10/25/2016 00:00:00,725039.1300
10/26/2016 00:00:00,722845.8640
10/27/2016 00:00:00,720293.6200
10/28/2016 00:00:00,715101.7580
10/29/2016 00:00:00,634760.6310
10/30/2016 00:00:00,601760.4660
10/31/2016 00:00:00,641173.2800
