DateTime,Value
09/01/2021 00:00:00,746405.1920
09/02/2021 00:00:00,733294.8280
09/03/2021 00:00:00,731068.1020
09/04/2021 00:00:00,661105.5720
09/05/2021 00:00:00,625947.5060
09/06/2021 00:00:00,750941.3190
09/07/2021 00:00:00,778331.5890
09/08/2021 00:00:00,758832.9790
09/09/2021 00:00:00,759765.0670
09/10/2021 00:00:00,743109.7100
09/11/2021 00:00:00,664034.5190
09/12/2021 00:00:00,624471.1730
09/13/2021 00:00:00,730599.8450
09/14/2021 00:00:00,744889.9700
09/15/2021 00:00:00,740655.5960
09/16/2021 00:00:00,726396.6320
09/17/2021 00:00:00,714163.9210
09/18/2021 00:00:00,639492.9000
09/19/2021 00:00:00,588068.2780
09/20/2021 00:00:00,692113.3280
09/21/2021 00:00:00,696775.7370
09/22/2021 00:00:00,701743.9750
09/23/2021 00:00:00,704545.8140
09/24/2021 00:00:00,697179.5510
09/25/2021 00:00:00,631054.8180
09/26/2021 00:00:00,582860.4090
09/27/2021 00:00:00,686152.0440
09/28/2021 00:00:00,706305.4550
09/29/2021 00:00:00,710112.3980
09/30/2021 00:00:00,702537.8310
