DateTime,Value
04/01/2022 00:00:00,710892.6020
04/02/2022 00:00:00,645549.3320
04/03/2022 00:00:00,613758.2890
04/04/2022 00:00:00,744100.1530
04/05/2022 00:00:00,762729.1390
04/06/2022 00:00:00,744533.2560
04/07/2022 00:00:00,722876.9340
04/08/2022 00:00:00,707077.8490
04/09/2022 00:00:00,621527.1430
04/10/2022 00:00:00,574809.7560
04/11/2022 00:00:00,667783.1170
04/12/2022 00:00:00,687251.6190
04/13/2022 00:00:00,685363.1790
04/14/2022 00:00:00,585210.5100
04/15/2022 00:00:00,536448.5350
04/16/2022 00:00:00,551086.7120
04/17/2022 00:00:00,527257.8490
04/18/2022 00:00:00,580335.7600
04/19/2022 00:00:00,657825.8150
04/20/2022 00:00:00,698469.1120
04/21/2022 00:00:00,697710.8470
04/22/2022 00:00:00,695637.8900
04/23/2022 00:00:00,628779.9320
04/24/2022 00:00:00,571994.0390
04/25/2022 00:00:00,654714.4550
04/26/2022 00:00:00,677540.7150
04/27/2022 00:00:00,687613.6110
04/28/2022 00:00:00,688510.0630
04/29/2022 00:00:00,669022.3670
04/30/2022 00:00:00,592600.6430
