DateTime,Value
09/01/2019 00:00:00,658275.4650
09/02/2019 00:00:00,772035.6590
09/03/2019 00:00:00,796492.5040
09/04/2019 00:00:00,802739.7770
09/05/2019 00:00:00,785233.7920
09/06/2019 00:00:00,759835.4070
09/07/2019 00:00:00,677237.2500
09/08/2019 00:00:00,625559.3920
09/09/2019 00:00:00,725543.1370
09/10/2019 00:00:00,731011.4260
09/11/2019 00:00:00,699252.2130
09/12/2019 00:00:00,720175.2060
09/13/2019 00:00:00,710999.4040
09/14/2019 00:00:00,639594.8300
09/15/2019 00:00:00,600804.6510
09/16/2019 00:00:00,722110.7740
09/17/2019 00:00:00,745327.5360
09/18/2019 00:00:00,749439.3100
09/19/2019 00:00:00,750409.3720
09/20/2019 00:00:00,742546.0660
09/21/2019 00:00:00,662313.7300
09/22/2019 00:00:00,606999.4980
09/23/2019 00:00:00,708014.9040
09/24/2019 00:00:00,727730.2530
09/25/2019 00:00:00,738028.7120
09/26/2019 00:00:00,739145.5220
09/27/2019 00:00:00,734426.6570
09/28/2019 00:00:00,653673.4940
09/29/2019 00:00:00,597643.6340
09/30/2019 00:00:00,715112.4300
