DateTime,Value
04/01/2016 00:00:00,741458.8900
04/02/2016 00:00:00,672655.2400
04/03/2016 00:00:00,629069.4000
04/04/2016 00:00:00,744085.3060
04/05/2016 00:00:00,760497.3770
04/06/2016 00:00:00,745920.4110
04/07/2016 00:00:00,738810.2640
04/08/2016 00:00:00,741091.8470
04/09/2016 00:00:00,663840.1880
04/10/2016 00:00:00,618589.0500
04/11/2016 00:00:00,733820.4710
04/12/2016 00:00:00,749723.7480
04/13/2016 00:00:00,737981.0930
04/14/2016 00:00:00,734656.0400
04/15/2016 00:00:00,725628.0520
04/16/2016 00:00:00,656666.1870
04/17/2016 00:00:00,600865.5080
04/18/2016 00:00:00,708728.6440
04/19/2016 00:00:00,730879.6170
04/20/2016 00:00:00,734992.0370
04/21/2016 00:00:00,725975.4180
04/22/2016 00:00:00,718425.7720
04/23/2016 00:00:00,639355.8670
04/24/2016 00:00:00,588258.4100
04/25/2016 00:00:00,696704.7960
04/26/2016 00:00:00,710869.6580
04/27/2016 00:00:00,717645.5360
04/28/2016 00:00:00,717950.8910
04/29/2016 00:00:00,713568.9690
04/30/2016 00:00:00,637483.1060
