DateTime,Value
10/01/2018 00:00:00,733629.1130
10/02/2018 00:00:00,736946.9070
10/03/2018 00:00:00,740193.3670
10/04/2018 00:00:00,742064.8840
10/05/2018 00:00:00,731108.0370
10/06/2018 00:00:00,656265.3410
10/07/2018 00:00:00,603979.9630
10/08/2018 00:00:00,700562.8000
10/09/2018 00:00:00,706803.9910
10/10/2018 00:00:00,721067.3570
10/11/2018 00:00:00,720238.1470
10/12/2018 00:00:00,620435.4110
10/13/2018 00:00:00,622562.8420
10/14/2018 00:00:00,596303.0890
10/15/2018 00:00:00,696558.7780
10/16/2018 00:00:00,716388.2990
10/17/2018 00:00:00,723752.1240
10/18/2018 00:00:00,724444.8500
10/19/2018 00:00:00,715107.2650
10/20/2018 00:00:00,639515.3120
10/21/2018 00:00:00,593179.4550
10/22/2018 00:00:00,701055.3320
10/23/2018 00:00:00,717889.2610
10/24/2018 00:00:00,717282.7090
10/25/2018 00:00:00,715267.8610
10/26/2018 00:00:00,716585.3740
10/27/2018 00:00:00,646604.8880
10/28/2018 00:00:00,630999.6720
10/29/2018 00:00:00,744335.7790
10/30/2018 00:00:00,776331.8250
10/31/2018 00:00:00,772179.1970
