DateTime,Value
09/01/2016 00:00:00,803389.6490
09/02/2016 00:00:00,809913.7440
09/03/2016 00:00:00,736925.6540
09/04/2016 00:00:00,694795.3200
09/05/2016 00:00:00,842846.5100
09/06/2016 00:00:00,866776.8870
09/07/2016 00:00:00,858146.0140
09/08/2016 00:00:00,807734.7660
09/09/2016 00:00:00,799280.1350
09/10/2016 00:00:00,715186.7100
09/11/2016 00:00:00,661045.0750
09/12/2016 00:00:00,791191.5280
09/13/2016 00:00:00,783754.9660
09/14/2016 00:00:00,738149.6710
09/15/2016 00:00:00,723970.4100
09/16/2016 00:00:00,720649.9830
09/17/2016 00:00:00,654478.9680
09/18/2016 00:00:00,604760.4870
09/19/2016 00:00:00,711885.0250
09/20/2016 00:00:00,733659.0670
09/21/2016 00:00:00,732473.3750
09/22/2016 00:00:00,738113.7460
09/23/2016 00:00:00,731463.7970
09/24/2016 00:00:00,649254.8970
09/25/2016 00:00:00,597556.4090
09/26/2016 00:00:00,716854.2460
09/27/2016 00:00:00,738751.3370
09/28/2016 00:00:00,739398.3710
09/29/2016 00:00:00,732205.8330
09/30/2016 00:00:00,728244.7070
