DateTime,Value
12/01/2020 00:00:00,753620.8490
12/02/2020 00:00:00,768634.9560
12/03/2020 00:00:00,784315.1680
12/04/2020 00:00:00,790382.1040
12/05/2020 00:00:00,723627.5800
12/06/2020 00:00:00,676303.0000
12/07/2020 00:00:00,712656.6020
12/08/2020 00:00:00,693433.2930
12/09/2020 00:00:00,804018.8060
12/10/2020 00:00:00,807771.6950
12/11/2020 00:00:00,783766.2930
12/12/2020 00:00:00,686510.1610
12/13/2020 00:00:00,644286.5860
12/14/2020 00:00:00,759517.7170
12/15/2020 00:00:00,766794.6340
12/16/2020 00:00:00,780348.7510
12/17/2020 00:00:00,778470.8440
12/18/2020 00:00:00,776174.5240
12/19/2020 00:00:00,697945.8080
12/20/2020 00:00:00,646840.5810
12/21/2020 00:00:00,750406.8200
12/22/2020 00:00:00,750081.0660
12/23/2020 00:00:00,727706.6240
12/24/2020 00:00:00,643648.6230
12/25/2020 00:00:00,570771.9240
12/26/2020 00:00:00,635755.7920
12/27/2020 00:00:00,646699.5460
12/28/2020 00:00:00,724357.0780
12/29/2020 00:00:00,732115.4590
12/30/2020 00:00:00,734283.1240
12/31/2020 00:00:00,687715.5880
