DateTime,Value
02/01/2023 00:00:00,796985.8770
02/02/2023 00:00:00,786555.5390
02/03/2023 00:00:00,771589.4050
02/04/2023 00:00:00,679736.4270
02/05/2023 00:00:00,633752.2610
02/06/2023 00:00:00,770138.8910
02/07/2023 00:00:00,803175.4980
02/08/2023 00:00:00,800557.9480
02/09/2023 00:00:00,790718.2840
02/10/2023 00:00:00,787189.1720
02/11/2023 00:00:00,691843.4540
02/12/2023 00:00:00,644170.5910
02/13/2023 00:00:00,759156.9970
02/14/2023 00:00:00,771915.4140
02/15/2023 00:00:00,760879.8650
02/16/2023 00:00:00,751511.4700
02/17/2023 00:00:00,741302.7780
02/18/2023 00:00:00,652586.5190
02/19/2023 00:00:00,600002.1090
02/20/2023 00:00:00,689970.4080
02/21/2023 00:00:00,714353.6970
02/22/2023 00:00:00,718948.1440
02/23/2023 00:00:00,739992.8800
02/24/2023 00:00:00,736165.9140
02/25/2023 00:00:00,665816.6470
02/26/2023 00:00:00,627994.3660
02/27/2023 00:00:00,763653.1750
02/28/2023 00:00:00,769482.6410
