DateTime,Value
04/01/2020 00:00:00,599875.9580
04/02/2020 00:00:00,599323.1620
04/03/2020 00:00:00,584683.6940
04/04/2020 00:00:00,542996.0410
04/05/2020 00:00:00,519594.3760
04/06/2020 00:00:00,568143.8400
04/07/2020 00:00:00,567082.6210
04/08/2020 00:00:00,555027.0890
04/09/2020 00:00:00,529824.7360
04/10/2020 00:00:00,510435.4900
04/11/2020 00:00:00,518229.9080
04/12/2020 00:00:00,501615.4800
04/13/2020 00:00:00,537818.9910
04/14/2020 00:00:00,584017.2430
04/15/2020 00:00:00,604347.1850
04/16/2020 00:00:00,604521.5250
04/17/2020 00:00:00,598697.5680
04/18/2020 00:00:00,552914.7760
04/19/2020 00:00:00,520123.2680
04/20/2020 00:00:00,585331.0590
04/21/2020 00:00:00,608880.7050
04/22/2020 00:00:00,608023.3750
04/23/2020 00:00:00,599598.0110
04/24/2020 00:00:00,594661.9840
04/25/2020 00:00:00,556038.7350
04/26/2020 00:00:00,522374.9530
04/27/2020 00:00:00,590579.9650
04/28/2020 00:00:00,601203.1050
04/29/2020 00:00:00,600234.6800
04/30/2020 00:00:00,594712.4710
