DateTime,Value
02/01/2011 00:00:00,896370.4970
02/02/2011 00:00:00,888988.9860
02/03/2011 00:00:00,880048.0470
02/04/2011 00:00:00,863200.2180
02/05/2011 00:00:00,764264.7850
02/06/2011 00:00:00,695026.2700
02/07/2011 00:00:00,833539.7800
02/08/2011 00:00:00,857808.7740
02/09/2011 00:00:00,854895.8520
02/10/2011 00:00:00,847728.9010
02/11/2011 00:00:00,840675.9610
02/12/2011 00:00:00,749056.0570
02/13/2011 00:00:00,693923.1460
02/14/2011 00:00:00,837839.7890
02/15/2011 00:00:00,867723.4890
02/16/2011 00:00:00,862550.5190
02/17/2011 00:00:00,867483.5460
02/18/2011 00:00:00,844064.8520
02/19/2011 00:00:00,753137.6340
02/20/2011 00:00:00,678337.3600
02/21/2011 00:00:00,813126.9360
02/22/2011 00:00:00,813497.6350
02/23/2011 00:00:00,792264.4230
02/24/2011 00:00:00,790552.8490
02/25/2011 00:00:00,780618.4330
02/26/2011 00:00:00,698188.6120
02/27/2011 00:00:00,643617.3560
02/28/2011 00:00:00,786009.3480
