DateTime,Value
08/01/2020 00:00:00,738269.1530
08/02/2020 00:00:00,673895.7070
08/03/2020 00:00:00,747511.8640
08/04/2020 00:00:00,751123.7600
08/05/2020 00:00:00,764126.7170
08/06/2020 00:00:00,776466.9240
08/07/2020 00:00:00,775393.9050
08/08/2020 00:00:00,700782.1690
08/09/2020 00:00:00,657269.5030
08/10/2020 00:00:00,738068.9610
08/11/2020 00:00:00,734500.0100
08/12/2020 00:00:00,712418.3860
08/13/2020 00:00:00,716219.2410
08/14/2020 00:00:00,710586.0030
08/15/2020 00:00:00,631293.6170
08/16/2020 00:00:00,591662.6000
08/17/2020 00:00:00,683923.9070
08/18/2020 00:00:00,708888.9160
08/19/2020 00:00:00,725675.8630
08/20/2020 00:00:00,729676.9860
08/21/2020 00:00:00,739080.5740
08/22/2020 00:00:00,676812.5480
08/23/2020 00:00:00,625384.8610
08/24/2020 00:00:00,733320.6490
08/25/2020 00:00:00,772384.7240
08/26/2020 00:00:00,791658.2890
08/27/2020 00:00:00,797890.7540
08/28/2020 00:00:00,773438.8410
08/29/2020 00:00:00,635866.1090
08/30/2020 00:00:00,572310.8980
08/31/2020 00:00:00,679208.9090
