DateTime,Value
03/01/2020 00:00:00,626873.6940
03/02/2020 00:00:00,741296.3310
03/03/2020 00:00:00,769321.1880
03/04/2020 00:00:00,759058.2440
03/05/2020 00:00:00,754365.1640
03/06/2020 00:00:00,757995.4830
03/07/2020 00:00:00,683532.4390
03/08/2020 00:00:00,630442.8770
03/09/2020 00:00:00,740417.5330
03/10/2020 00:00:00,747566.5210
03/11/2020 00:00:00,742561.3920
03/12/2020 00:00:00,738088.9070
03/13/2020 00:00:00,729774.5420
03/14/2020 00:00:00,646497.5470
03/15/2020 00:00:00,600435.8110
03/16/2020 00:00:00,704124.2640
03/17/2020 00:00:00,706050.5830
03/18/2020 00:00:00,684799.0700
03/19/2020 00:00:00,641992.0280
03/20/2020 00:00:00,647058.2480
03/21/2020 00:00:00,612492.1010
03/22/2020 00:00:00,583510.9090
03/23/2020 00:00:00,653558.5820
03/24/2020 00:00:00,663819.7640
03/25/2020 00:00:00,664643.7910
03/26/2020 00:00:00,661338.3240
03/27/2020 00:00:00,667335.7550
03/28/2020 00:00:00,605617.2210
03/29/2020 00:00:00,540515.0400
03/30/2020 00:00:00,610996.0750
03/31/2020 00:00:00,610653.9340
