DateTime,Value
04/01/2024 00:00:00,618191.5600
04/02/2024 00:00:00,689683.5650
04/03/2024 00:00:00,683820.6400
04/04/2024 00:00:00,672469.2690
04/05/2024 00:00:00,666664.0070
04/06/2024 00:00:00,600456.0570
04/07/2024 00:00:00,557610.2210
04/08/2024 00:00:00,652785.0250
04/09/2024 00:00:00,663729.6850
04/10/2024 00:00:00,664060.8500
04/11/2024 00:00:00,661660.3350
04/12/2024 00:00:00,659926.4780
04/13/2024 00:00:00,581644.7840
04/14/2024 00:00:00,540001.7990
04/15/2024 00:00:00,644492.9380
04/16/2024 00:00:00,662102.7700
04/17/2024 00:00:00,657773.7840
04/18/2024 00:00:00,661988.8090
04/19/2024 00:00:00,659041.2960
04/20/2024 00:00:00,585414.4220
04/21/2024 00:00:00,541934.8620
04/22/2024 00:00:00,647049.2110
04/23/2024 00:00:00,663357.1600
04/24/2024 00:00:00,671579.6960
04/25/2024 00:00:00,687358.3250
04/26/2024 00:00:00,671154.6130
04/27/2024 00:00:00,606732.2570
04/28/2024 00:00:00,564266.0540
04/29/2024 00:00:00,668154.0180
04/30/2024 00:00:00,660505.7630
