DateTime,Value
08/01/2016 00:00:00,777384.5980
08/02/2016 00:00:00,795394.4330
08/03/2016 00:00:00,803662.6310
08/04/2016 00:00:00,804104.3710
08/05/2016 00:00:00,784604.6240
08/06/2016 00:00:00,697986.2000
08/07/2016 00:00:00,643890.7220
08/08/2016 00:00:00,751791.1030
08/09/2016 00:00:00,762030.9190
08/10/2016 00:00:00,733011.7520
08/11/2016 00:00:00,727538.2240
08/12/2016 00:00:00,730090.9980
08/13/2016 00:00:00,669486.7830
08/14/2016 00:00:00,618083.9660
08/15/2016 00:00:00,634293.6310
08/16/2016 00:00:00,725863.7460
08/17/2016 00:00:00,742268.8500
08/18/2016 00:00:00,753826.9370
08/19/2016 00:00:00,759782.4170
08/20/2016 00:00:00,703791.5830
08/21/2016 00:00:00,641309.7980
08/22/2016 00:00:00,762760.6170
08/23/2016 00:00:00,783001.2330
08/24/2016 00:00:00,780686.3980
08/25/2016 00:00:00,773709.2210
08/26/2016 00:00:00,773725.1470
08/27/2016 00:00:00,707641.5490
08/28/2016 00:00:00,667416.3590
08/29/2016 00:00:00,796215.2910
08/30/2016 00:00:00,800502.5580
08/31/2016 00:00:00,801022.9100
