DateTime,Value
04/01/2019 00:00:00,728854.0390
04/02/2019 00:00:00,740720.3120
04/03/2019 00:00:00,743726.2310
04/04/2019 00:00:00,746532.1320
04/05/2019 00:00:00,758884.4490
04/06/2019 00:00:00,683345.8220
04/07/2019 00:00:00,635743.2580
04/08/2019 00:00:00,745947.4210
04/09/2019 00:00:00,762514.9520
04/10/2019 00:00:00,759373.0180
04/11/2019 00:00:00,754593.5770
04/12/2019 00:00:00,737503.8330
04/13/2019 00:00:00,658751.4440
04/14/2019 00:00:00,606715.1710
04/15/2019 00:00:00,705651.9440
04/16/2019 00:00:00,712912.9680
04/17/2019 00:00:00,706896.1820
04/18/2019 00:00:00,633645.1630
04/19/2019 00:00:00,584929.3100
04/20/2019 00:00:00,598281.1370
04/21/2019 00:00:00,575850.9790
04/22/2019 00:00:00,622892.9170
04/23/2019 00:00:00,691440.3920
04/24/2019 00:00:00,737862.8240
04/25/2019 00:00:00,739947.9660
04/26/2019 00:00:00,722351.5750
04/27/2019 00:00:00,641476.7600
04/28/2019 00:00:00,580034.5800
04/29/2019 00:00:00,681641.1530
04/30/2019 00:00:00,693188.1400
