DateTime,Value
12/01/2012 00:00:00,730673.3670
12/02/2012 00:00:00,686912.6380
12/03/2012 00:00:00,803050.2530
12/04/2012 00:00:00,819703.4680
12/05/2012 00:00:00,809498.1960
12/06/2012 00:00:00,717587.3580
12/07/2012 00:00:00,751721.7000
12/08/2012 00:00:00,687496.2130
12/09/2012 00:00:00,668088.2920
12/10/2012 00:00:00,815463.8250
12/11/2012 00:00:00,836366.4740
12/12/2012 00:00:00,842940.9820
12/13/2012 00:00:00,837528.2320
12/14/2012 00:00:00,818103.0490
12/15/2012 00:00:00,713775.5140
12/16/2012 00:00:00,656334.5040
12/17/2012 00:00:00,766711.1700
12/18/2012 00:00:00,787234.2440
12/19/2012 00:00:00,783055.2770
12/20/2012 00:00:00,768316.7480
12/21/2012 00:00:00,736141.4450
12/22/2012 00:00:00,660839.2170
12/23/2012 00:00:00,618533.8240
12/24/2012 00:00:00,622377.0350
12/25/2012 00:00:00,549512.8530
12/26/2012 00:00:00,649215.1830
12/27/2012 00:00:00,697898.3200
12/28/2012 00:00:00,700830.9180
12/29/2012 00:00:00,661885.4000
12/30/2012 00:00:00,626244.2850
12/31/2012 00:00:00,661074.8310
