DateTime,Value
12/01/2013 00:00:00,691115.0870
12/02/2013 00:00:00,820661.1420
12/03/2013 00:00:00,821993.0690
12/04/2013 00:00:00,814330.9310
12/05/2013 00:00:00,805321.1860
12/06/2013 00:00:00,704727.8740
12/07/2013 00:00:00,704304.9380
12/08/2013 00:00:00,680331.7510
12/09/2013 00:00:00,778259.2340
12/10/2013 00:00:00,826938.2390
12/11/2013 00:00:00,825698.0460
12/12/2013 00:00:00,819786.8160
12/13/2013 00:00:00,814432.7310
12/14/2013 00:00:00,722534.7010
12/15/2013 00:00:00,671365.8970
12/16/2013 00:00:00,797656.8350
12/17/2013 00:00:00,809100.1440
12/18/2013 00:00:00,803384.2360
12/19/2013 00:00:00,802017.7150
12/20/2013 00:00:00,775473.3730
12/21/2013 00:00:00,708412.0910
12/22/2013 00:00:00,664621.1060
12/23/2013 00:00:00,729249.5720
12/24/2013 00:00:00,675117.1460
12/25/2013 00:00:00,576533.6320
12/26/2013 00:00:00,679088.3680
12/27/2013 00:00:00,704759.1810
12/28/2013 00:00:00,656652.4590
12/29/2013 00:00:00,628021.8720
12/30/2013 00:00:00,712358.8210
12/31/2013 00:00:00,679097.6200
