DateTime,Value
08/01/2023 00:00:00,748900.5650
08/02/2023 00:00:00,762008.6370
08/03/2023 00:00:00,738233.7380
08/04/2023 00:00:00,684804.9930
08/05/2023 00:00:00,612142.1300
08/06/2023 00:00:00,589396.1820
08/07/2023 00:00:00,672360.1430
08/08/2023 00:00:00,704936.8310
08/09/2023 00:00:00,725573.3430
08/10/2023 00:00:00,741861.5460
08/11/2023 00:00:00,734227.5440
08/12/2023 00:00:00,675068.4820
08/13/2023 00:00:00,628255.1920
08/14/2023 00:00:00,674028.2650
08/15/2023 00:00:00,627297.2640
08/16/2023 00:00:00,692143.1800
08/17/2023 00:00:00,700606.1960
08/18/2023 00:00:00,702680.7600
08/19/2023 00:00:00,664876.9960
08/20/2023 00:00:00,645746.5790
08/21/2023 00:00:00,764970.5060
08/22/2023 00:00:00,786834.0570
08/23/2023 00:00:00,800146.6810
08/24/2023 00:00:00,801835.4980
08/25/2023 00:00:00,791366.8590
08/26/2023 00:00:00,699211.6780
08/27/2023 00:00:00,585358.0230
08/28/2023 00:00:00,661147.4200
08/29/2023 00:00:00,679910.1060
08/30/2023 00:00:00,687222.7650
08/31/2023 00:00:00,691964.4830
