DateTime,Value
09/01/2017 00:00:00,745637.6790
09/02/2017 00:00:00,670569.5740
09/03/2017 00:00:00,625267.0910
09/04/2017 00:00:00,751839.9820
09/05/2017 00:00:00,789340.7600
09/06/2017 00:00:00,795949.0880
09/07/2017 00:00:00,787398.9110
09/08/2017 00:00:00,757985.1490
09/09/2017 00:00:00,674350.6160
09/10/2017 00:00:00,609041.4590
09/11/2017 00:00:00,709090.2620
09/12/2017 00:00:00,751786.5590
09/13/2017 00:00:00,764653.1700
09/14/2017 00:00:00,768171.3080
09/15/2017 00:00:00,734716.8810
09/16/2017 00:00:00,650104.9440
09/17/2017 00:00:00,599304.0600
09/18/2017 00:00:00,712364.5140
09/19/2017 00:00:00,734767.2620
09/20/2017 00:00:00,735501.2970
09/21/2017 00:00:00,737581.2380
09/22/2017 00:00:00,737987.1020
09/23/2017 00:00:00,661606.8110
09/24/2017 00:00:00,611771.6950
09/25/2017 00:00:00,726403.8600
09/26/2017 00:00:00,742539.2120
09/27/2017 00:00:00,743372.8070
09/28/2017 00:00:00,742938.1830
09/29/2017 00:00:00,740245.2710
09/30/2017 00:00:00,663770.1400
